INN,product
3016026313,творог поставка творог творог творог творог
3017056790,говядина поставка мясо субпродукт охладить пищевой
3018013020,субпродукт поставка мясо говядина охладить пищевой
3019008369,оказание услуга обращение твёрдый коммунальный отход
3019010015,поставка продукт питание фрукт свежий говядина
3025003760,творог поставка творог творог творог творог
3100003579,набор ивд спектрофотометрический анализ поставка реагент
3100008030,бензин автомобильный розничный реализация страна происхождение
3102202594,метоклопрамида омепразол гидрокортизон ципрофлоксацин метронидазола панкреатин
3103002414,питание масло подсолнечный поставка продукт год
3103005285,услуга регулярный перевозка пассажир автобус оказание
3103010020,услуга регулярный перевозка пассажир автобус оказание
3103010060,поставка год топливо продукт питание розничный
3103010077,поставка наименование производитель продукт питание год
3103010221,поставка продукт питание год охладить птица
3105000980,хлеб недлительный хранение поставка продукт питание
3105004093,поставка продукт питание год мясо птица
3106001916,мягкий инвентарь услуга оказание предоставление временной
3108002288,поставка продукт питание год страна происхождение
3109001953,поставка наименование производитель питание год продукт
3110002246,год питание детский поставка продукт ама
3110002775,россия наименование производитель поставка год продукт
3110006804,учебник учебник рабочий тетрадь рабочий тетрадь
3110006836,питание год масло сливочный поставка продукт
3110008015,питание год молоко поставка продукт кефир
3110008865,теплоэнергия поставка потребление тепловой энергия год
3111001968,мл медицинский применение раствор страна происхождение
3111006050,говядина охладить наименование производитель согласно контракт
3112000759,проявитель автоматический трехкомпонентный поставка медицинский изделие
3113000631,страна происхождение российский федерация поставка мебель
3113003110,мл раствор внутривенный внутримышечный введение мг
3113003495,булочный изделие наименование производитель российский федерация
3114009147,некапитальный модульный здание бытовой назначение поставка
3114010167,поставка продукт питание год булочный изделие
3114011097,твёрдый отход услуга коммунальный обращение оказание
3115004173,поставка продукт питание год наименование производитель
3116002362,россия поставка продукт питание год наименование
3117000921,поставка наименование производитель мг мл страна
3117002478,поставка продукт питание год хлеб недлительный
3119003300,поставка продукт питание год кефир сметана
3119006358,говядина охладить поставка продукт питание кость
3120002196,питание поставка наименование производитель продукт мл
3120081769,оказание услуга сопровождение единый региональный информационный
3120084992,хлеб недлительный хранение поставка продукт питание
3120098219,приобретение бетонный укрытие последующий установка место
3120103589,приобретение бетонный укрытие последующий установка место
3121000219,медицинский изделие стерилизатор паровой эксплуатация специалист
3121000272,поставка продукт питание год охладить кефир
3121000579,свёкла столовая наименование производитель поставка продукт
3121000650,гвоздик срезать страна происхождение российский федерация
3121002255,панель индикаторный жидкий кристалл светоизлучающий диод
3121070079,поставка продукт питание год молоко наименование
3122007680,электроэнергия отпуск потребление электрический энергия электроэнергия
3122506696,оказание услуга технический обслуживание ремонт система
3122507403,молоко поставка продукт питание год сметана
3123021126,кислород медицинский газ сжатый м страна
3123025226,поставка хлеб недлительный хранение творог сметана
3123030441,принтер услуга год оказание ремонт многофункциональный
3123041588,мл поставка лекарственный препарат применение раствор
3123051177,горячий вода поставка теплоснабжение тепловой энергия
3123053128,оказание услуга обращение твёрдый коммунальный отход
3123054562,холодное водоснабжение водоотведение услуга холодное холодное
3123083355,россия страна происхождение поставка продукт питание
3123084045,услуга охранный частный охрана технический мониторинг
3123100917,услуга охрана частный выставление пост оказание
3123109067,осмотр оказание услуга проведение медицинский сотрудник
3123110760,электроэнергия электрический энергия отпуск потребление оказание
3123121850,печение сладкое страна происхождение россия поставка
3123125291,оказание услуга сопровождение единый региональный информационный
3123133687,кислород медицинский газ сжатый м страна
3123139777,поставка продукт питание год хлеб недлительный
3123139897,поставка продукт питание год морковь столовая
3123169637,принтер ремонт оказание услуга многофункциональный устройство
3123191784,услуга охрана частный выставление пост оказание
3123198074,информационный система оказание услуга сопровождение медицинский
3123296441,энтеральный питание разъём обеспечение набор взрослый
3123311957,говядина охладить поставка продукт питание кость
3123321867,мг парацетамол страна происхождение наименование производитель
3123330519,оказание услуга технический обслуживание лифт предназначить
3123380816,наименование производитель поставка сыр продукт питание
3123387995,анализатор гематологический разбавитель реагент очистка серия
3123395851,поставка питание продукт год наименование производитель
3123420434,некапитальный модульный здание бытовой назначение поставка
3123421597,оказание услуга технический обслуживание медицинский оборудование
3123438752,оказание услуга технический обслуживание медицинский оборудование
3123448013,оказание услуга обращение твёрдый коммунальный отход
3123448020,поставка год изделие производитель продукт питание
3123448119,холодное водоснабжение водоотведение теплоэнергия теплоснабжение холодное
3123453574,мягкий инвентарь оказание услуга предоставление временной
3123460476,водоотведение водоснабжение холодное год услуга водопотребление
3123470210,поставка гбу ро гвв электрод электрокардиография
3123481148,индапамид рамиприл мг капсула единица измерение
3124010790,оказание услуга обращение твёрдый коммунальный отход
3124011297,оказание услуга сопровождение единый региональный информационный
3124020654,мг лекарственный наименование поставка препарат медицинский
3124020975,анализатор флакон калибратор иммунохимический наименование поставка
3125008963,оказание услуга технический обслуживание рентгеновский оборудование
3125013106,услуга оказание охрана теплоэнергия электроэнергия обращение
3125013441,теплоэнергия теплоснабжение теплоэнергия теплоэнергия теплоэнергия теплоэнергия
3126005122,страна происхождение россия наименование производитель поставка
3126005242,теплоэнергия отпуск потребление тепловой энергия год
3126005637,хлеб недлительный хранение наименование производитель ооо
3126016879,услуга охрана частный выставление пост оказание
3127003015,водоснабжение водоотведение оказание услуга холодный год
3127094492,год услуга оказание система наименование производитель
3127505223,поставка продукт питание год молоко творог
3127511467,поставка продукт питание год наименование производитель
3128026953,гризеофульвина таблетка мг поставка лекарственный препарат
3128038444,система пожарный обеспечение оказание услуга технический
3128039134,услуга оказание осмотр год медицинский проведение
3128039141,информационный система оказание услуга сопровождение медицинский
3128039159,перекись водород медицинский средство дезинфицировать характеристика
3128044543,услуга охрана частный выставление пост оказание
3128046861,услуга охрана частный выставление пост оказание
3128065864,услуга охрана частный выставление пост оказание
3128070656,оказание услуга технический обслуживание лифт огбуз
3128089632,теплоэнергия горячий водоснабжение теплоэнергия теплоэнергия теплоэнергия
3128137734,детский питание страна происхождение российский федерация
3128138181,применение раствор бифидобактерия бифидум приготовление страна
3129003229,наименование производитель ао шебекинский маслозавод поставка
3207003998,система ультразвуковой визуализация универсальный питание медицинский
3228000740,натрий хлорид поставка лекарственный лот средство
3232000207,молоко питьевой весёлый луг м далее
3232028516,говядина охладить отсутствовать говядина охладить говядина
3241016940,услуга уборка оказание содержание прилегать территория
3250518626,набор акушерский гинекологический операция содержать лекарственный
3255042235,шкаф архивный металлический проект поставка рамка
3301011643,проект аудиогид поставка рамка реализация региональный
3301019755,живой цвет поставка срезать цветочный композиция
3303004000,оказание услуга территория город вязники ликвидация
3321030080,услуга экземпляр система консультантплюс адаптация сопровождение
3327328229,аи бензин дизельный топливо дт з
3328024706,интерактивный шифр нр поставка комплекс рамка
3328404610,эверолимус таблетка мг поставка лекарственный препарат
3328424479,электрический энергия электроэнергия услуга передача поставка
3328426660,услуга экземпляр система консультантплюс адаптация сопровождение
3328473780,услуга охранный охрана объект помещение применение
3328485062,охранный услуга охрана объект применение прибор
3338001225,выполнение работа устройство минерализовать полоса территория
3338002437,оказание услуга ликвидация несанкционированный свалка территория
3338003215,оказание услуга благоустройство территория город вязники
3338006590,аи бензин дизельный топливо дт з
3406201313,муниципальный еланский ученический поставка мебель нужда
3413007420,ремонт выполнение работа асфальтобетонный покрытие территория
3415008860,поставка строительный отделочный материал м биполь
3426014304,ремонт выполнение работа асфальтобетонный покрытие территория
3430031920,организация оказание услуга бесплатный горячее питание
3430031944,организация муниципальный питание оказание услуга бесплатный
3436102623,городской округ город камышин оказание услуга
3436110423,городской округ город камышин оказание услуга
3444152145,игла эпидуральный катетер анестезия характеристика набор
3444177534,оказание услуга обращение твёрдый коммунальный отход
3444197347,поставка бензин автомобильный розничный реализация топливный
3444259579,тепловой энергия централизовать горячий водоснабжение тепловой
3445030710,водоотведение питьевой водоснабжение плата состав сточный
3445030750,водоотведение питьевой водоснабжение тепловой энергия плата
3445030767,водоотведение питьевой водоснабжение тепловой энергия плата
3445031619,водоотведение питьевой водоснабжение тепловой энергия плата
3445031680,водоснабжение водоотведение питьевой тепловой энергия централизовать
3445031714,водоотведение питьевой водоснабжение тепловой энергия плата
3445031785,водоснабжение водоотведение питьевой тепловой энергия централизовать
3445047249,водоснабжение водоотведение питьевой тепловой энергия централизовать
3445059861,водоотведение питьевой водоснабжение тепловой энергия плата
3448006152,кислород поставка лекарственный препарат медицинский применение
3448025395,кислород поставка лекарственный препарат медицинский применение
3448046860,медицинский кислород газообразный газ сжатый баллон
3459070488,эноксапарин натрий поставка лекарственный препарат эноксапарин
3459074394,организация муниципальный питание оказание услуга бесплатный
3460019060,водоотведение питьевой водоснабжение плата состав сточный
3460084485,водоотведение питьевой водоснабжение плата состав сточный
3512003458,поставка продукт питание молоко сгустить сахар
3517003557,тарногский шебеньгский выполнение работа ремонт здание
3522001675,картридж поставка анализатор миндрей лампа мембранный
3525010519,афатиниб таблетка покрыть оболочка мг единица
3525145837,рулон марлевый тканый нестерильный поставка медицинский
3525155610,средство дезинфицировать поставка лизарина ультра грамофил
3525293151,ципрофлоксацин мг российский федерация поставка лекарственный
3525302222,картридж поставка анализатор миндрей мембранный ос
3527002721,поставка средство дезинфицировать ципрофлоксацин медицинский мг
3528269319,поставка продукт питание молоко сгустить сахар
3616001342,услуга теплоснабжение услуга теплоснабжение услуга услуга
3616023064,поставка продукт питание фрукт банан лимон
3616024290,анализ ивд набор иммунохроматографический экспресс общий
3616026121,услуга теплоснабжение услуга теплоснабжение услуга услуга
3617008982,мг бендазола метамизола натрий папаверин фенобарбитал
3622002249,тиамин мл раствор внутримышечный введение мг
3625003579,мг поставка салфетка влажный кофеин метамизола
3625007213,услуга охрана частный выставление пост оказание
3625007647,услуга охрана частный выставление пост оказание
3627002771,организация оказание услуга бесплатный горячее питание
3627018860,организация оказание услуга бесплатный горячее питание
3627018877,организация оказание услуга бесплатный горячее питание
3650004671,охрана услуга частный выставление пост охрана
3661082978,лечо консервированный поставка продукт питание лечо
3662104737,поставка молоко питьевой продукт год полугодие
3662131530,коронарный стент артерия металлический непокрытый катетер
3662135238,поставка лекарственный препарат мнн эпоэтина альфа
3662212115,мг лекарственный препарат медицинский применение поставка
3662250713,салфетка влажный гигиенический интимный гигиена гаммасепт
3662277828,охрана услуга частный выставление пост год
3663020230,поставка полугодие год крупяной продукция крупа
3663023061,поставка полугодие год молоко питьевой рыба
3663030319,поставка полугодие год овощ молоко питьевой
3663032098,рыба поставка рыбный полугодие год продукция
3663036649,поставка полугодие год овощ молоко питьевой
3663039449,молоко питьевой ультрапастеризовать поставка январь май
3663063353,поставка полугодие год овощ столовая яблоко
3663083720,поставка продукт питание фрукт молочный продукция
3663085540,поставка полугодие год рыба рыбный продукция
3663098839,лекарственный препарат медицинский применение уголь активированный
3663139429,оказание услуга организация горячее питание школьник
3663163365,шкаф холодильный поставка шкаф холодильный г
3664006492,имущество общий рыночный стоимость земельный участок
3664033778,поставка полугодие год крупяной продукция крупа
3664033827,поставка полугодие год продукция продукт крупяной
3664044258,питание оказание услуга организация школьник пришкольный
3664095238,поставка обеспечение государственный нужда объект жилой
3664114755,управление оказание услуга сопровождение автоматизированный система
3664236457,охрана услуга частный выставление пост охрана
3664245109,изделие поставка хлебобулочный полугодие год хлеб
3665005646,изделие поставка хлебобулочный полугодие год хлеб
3665818923,яблоко поставка полугодие год продукт питание
3666172618,поставка обеспечение государственный нужда объект жилой
3666202904,кислород медицинский жидкий технический газ субстанция
3666225002,страна происхождение россия наименование производитель поставка
3666226535,оказание услуга комплексный технический обслуживание плавательный
3666232627,охрана услуга частный выставление пост год
3666240018,автомобильный поставка топливо бензин розничный аи
3701049521,работа содержание автомобильный дорога выполнение нанесение
3702003209,услуга область медицина прочий проведение периодический
3702008711,поставка продукт питание бакалея овощ творог
3702025428,проведение периодический медицинский осмотр услуга область
3702136350,услуга область медицина прочий проведение периодический
3702137280,услуга область медицина прочий проведение периодический
3702137724,услуга область медицина прочий проведение периодический
3702217514,питание поставка продукт мясо сельскохозяйственный птица
3702233700,проведение периодический медицинский осмотр проведение проведение
3702234333,услуга область медицина прочий проведение периодический
3702264730,капитальный работа ремонт выполнение объект строительство
3702597104,система централизовать вода водоотведение плата негативный
3702642276,выполнение работа капитальный ремонт здание поликлиника
3703007051,выполнение работа капитальный ремонт здание поликлиника
3704005843,услуга обращение отход класс опасность услуга
3704009527,капитальный ремонт внутренний помещение здание мку
3705065309,санаторный предоставление путёвка ребёнок проживать территория
3706007349,питание поставка продукт овощ столовая мясо
3706007405,питание поставка продукт бакалея овощ крупа
3706010172,питание поставка продукт мясо сельскохозяйственный птица
3709004709,услуга экземпляр система оказание информационный сопровождение
3711011358,капитальный работа ремонт выполнение объект строительство
3713005751,услуга обращение отход класс опасность услуга
3717005777,капитальный ремонт внутренний помещение здание мку
3728012952,система централизовать вода водоотведение плата негативный
3731030077,услуга экземпляр система оказание информационный сопровождение
3814009294,кровать детский поставка кровать металлический кровать
3849070973,система пожарный сигнализация автоматический обеспечение функционирование
3901003066,хлеб пшеничный мука поставка товар недлительный
3902801300,поставка товар молоко масло сливочный творог
3902802495,газ горючее природный обеспечение далее здание
3903003375,тепловой энергия г поставка коммунальный ресурс
3903009923,вода приём сточный подача холодный водоснабжение
3904018991,снабжение тепловой энергия присоединить сеть снабжение
3904036510,услуга обращение твёрдый коммунальный отход нужда
3904048795,консультант информационный услуга использование экземпляр справочный
3904065871,набор первый медицинский помощь содержать лекарственный
3904072639,район дорога автомобильный городской округ работа
3904604192,реагент ивд поставка изделие медицинский назначение
3904605894,ул работа объект строительство улица генерал
3904612690,услуга обеспечение г калининград бюджетный технический
3905014069,поставка медицинский изделие расходный материал многоразовый
3905086627,содержание ремонт многоквартирный жилой дом адрес
3905606770,метопролоть хлоргексидин мг единица измерение товар
3905612260,тепло влагообменник бактериальный фильтр стерильный поставка
3906055276,возмещение оплата аренда нежилой помещение коммунальный
3906069487,хлеб недлительный хранение булочный изделие поставка
3906080748,услуга частный охрана оказание охранный технический
3906100271,поставка изделие медицинский назначение лаборатория ивд
3906227454,следственный использование управление комитет российский федерация
3906257628,рамка проект туристический выполнение работа реализация
3906262674,ул работа объект строительство улица генерал
3906270530,возмещение оплата аренда нежилой помещение коммунальный
3906283970,топливо дизельный межсезонный экологический класс ниже
3906285022,г тепловой энергия поставка коммунальный ресурс
3906297469,услуга технический обслуживание кондиционер услуга услуга
3906302197,печень говяжий рыба поставка товар мясо
3906303264,дорога калининград выполнение проектный изыскательский работа
3906311748,рингера поставка лекарственный препарат медицинский применение
3906323380,услуга почтовый оказание связь дополнительный иной
3906325853,оказание автотранспортный услуга экипаж оказание оказание
3906336196,услуга частный охрана оказание охранный технический
3906337753,управление многоквартирный дом г услуга расположить
3906353628,тепловой энергия мощность теплоноситель снабжение присоединить
3906353917,рамка проект туристический выполнение работа реализация
3906354540,консервированный квашеный поставка товар овощ капуста
3906967071,автомобильный дорога общий пользование региональный межмуниципальный
3906976260,технический ремонт автомобиль обслуживание услуга оказание
3906979246,газоснабжение поставка газ калининградский область г
3907028980,канцелярский поставка товар нужда гбсусый к
3908600865,энергоснабжение электрический энергия электроэнергия продажа передача
3910003400,реагент ивд поставка изделие медицинский назначение
3910500339,оказание услуга финансовый аренда лизинг приобретение
3911008433,рингера поставка лекарственный препарат медицинский применение
3912011615,холодное водоснабжение холодное водоснабжение холодное холодное
3914003313,ул дворовый территория капитальный ремонт жилой
3914010455,муниципальный выполнение работа содержание территория образование
3914019592,капитальный ремонт жилой помещение расположить адрес
3914020333,технический обслуживание комплекс средство охрана тревожный
3914021680,услуга передача электроэнергия передача электрический энергия
3914111291,поставка продукт питание крупа фрукт свежий
3914111446,муниципальный зимний содержание автомобильный дорога общий
3914800301,муниципальный год территория содержание образование черняховский
3914801591,ул дворовый территория благоустройство состав многоквартирный
3914802281,технический обслуживание текущий ремонт сеть уличный
3915004197,энергоснабжение электрический энергия муниципальный контракт электроэнергия
3915004895,услуга организация подвоз учиться оказание услуга
3915005698,поставка товар молоко консервированный молочный продукция
3915009903,поставка товар молоко молочный продукция масло
3915010031,услуга организация подвоз учиться оказание услуга
3915010088,поставка товар молоко печень говяжий рыба
3915010200,энергоснабжение электрический энергия энергоснабжение электрический энергия
3915010433,поставка товар нужда гбсусый к специальный
3915010730,поставка товар молоко молочный продукция масло
3916009247,топливо дизельный межсезонный экологический класс ниже
3917045745,молоко поставка товар молочный продукция йогурт
3917054370,масло сливочный творог поставка товар масло
3917515253,поставка лекарственный препарат медицинский применение мнн
3917519145,оказание услуга обращение тко электроэнергия муниципальный
3918006731,мыло туалетный жидкий поставка порошок чистить
3919000490,муниципальный год оказание услуга уборка помещение
3919000517,поставка изделие медицинский назначение лаборатория ивд
3921999293,обеспечение далее здание административный калининградский область
3923003140,район дорога автомобильный городской округ сооружение
3924002380,поставка продукт питание крупа фрукт свежий
4003028058,услуга охрана частный выставление пост оказание
4003032047,поставка лекарственный мг препарат обеспечение унз
4011008714,услуга охрана частный выставление пост оказание
4011009316,питание поставка продукт реестровый номер э
4011021176,охрана объект услуга управление далее частный
4025022412,услуга охрана частный выставление пост оказание
4027034036,услуга охрана частный выставление пост оказание
4027064440,услуга охрана частный выставление пост оказание
4027101116,услуга охрана объект управление далее оказание
4027124240,беседка поставка установка территория моу доол
4028055448,услуга охрана частный выставление пост оказание
4029017942,услуга охрана частный выставление пост оказание
4029033038,услуга охрана частный выставление пост оказание
4101171578,оказание услуга предоставление неисключительный право использование
4205171501,автомобиль легковой поставка легковой автомобиль автомобиль
4205401836,масло сливочный поставка масло сливочный масло
4211007355,поставка оборудование рамка реализация региональный проект
4217023410,творог поставка масло сливочный творог творог
4217023628,услуга оказание год образовательный учреждение центральный
4217169810,бензин автомобильный розничный реализация поставка нефтепродукт
4218005332,творог поставка творог творог творог творог
4218017948,услуга оказание год образовательный учреждение новоильинский
4218020500,поставка продукт питание масло сливочный апельсин
4220035510,поставка продукт питание апельсин яблоко поставка
4221002772,поставка продукт питание молоко питьевой варенец
4221009305,творог поставка творог творог творог творог
4223048331,автомобиль легковой поставка легковой автомобиль автомобиль
4229008913,охрана услуга частный выставление пост оказание
4239005372,бензин автомобильный розничный реализация поставка нефтепродукт
4253003592,творог поставка масло сливочный творог творог
4253038820,услуга оказание год образовательный учреждение куйбышевский
4302001030,услуга оказание набор базовый внутривенный вливание
4302002442,услуга обращение твёрдый коммунальный отход оказание
4302004457,аренда нежилой помещение обеспечение государственный нужда
4304001758,энергоснабжение энергоснабжение энергоснабжение энергоснабжение энергоснабжение энергоснабжение
4304002110,поставка продукт питание творог молоко богородский
4305001687,услуга оказание отход сбор накопление вывоз
4305006276,бензин автомобильный поставка бензин автомобильный бензин
4306001249,стирка обработка оказание услуга бельё спецодежда
4307001450,выполнение работа содержание автомобильный дорога общий
4307006779,услуга энергосбережение повышение энергетический эффективность вид
4307007613,услуга электроэнергия связь бензин автомобильный передача
4307008409,выполнение работа содержание автомобильный дорога общий
4307012300,услуга выполнение работа благоустройство город вятский
4307015727,поставка лекарственный препарат пропранолол пирацет верапамил
4307017925,услуга водоотведение услуга водоотведение услуга услуга
4307020572,поставка тепловой энергия поставка тепловой энергия
4308000152,регулярный перевозка пассажир услуга автобус выполнение
4308000709,услуга оказание отход содержание площадка складирование
4308002671,оказание услуга теплоснабжение энергоснабжение оказание оказание
4308002689,оказание услуга теплоснабжение оказание услуга теплоснабжение
4308004069,услуга оказание технический обслуживание ремонт лифт
4309000170,энергия тепловой отпустить котельная энергия энергия
4309001046,муниципальный регулярный перевозка услуга пассажир автобус
4309005019,насос центробежный подача жидкость прочий поставка
4309005308,энергия тепловой отпустить котельная энергия энергия
4309006125,энергия тепловой отпустить котельная энергия энергия
4309006870,тепловой энергия продажа поставка энргия тепловой
4310034166,услуга финансовый муниципальный предоставление кредит организация
4311001251,услуга обращение твёрдый коммунальный отход услуга
